season,team_id,franchise_id,team_name,city,nickname,conference,division,division_rank,active,preseason_played,preseason_games,preseason_wins,preseason_losses,preseason_ties,preseason_win_pct,preseason_points_for,preseason_points_against,preseason_point_diff,regular_games,regular_wins,regular_losses,regular_ties,regular_win_pct,regular_points_for,regular_points_against,regular_point_diff,playoff_seed,made_playoffs,playoff_result,season_outcome,super_bowl_team,super_bowl_winner,super_bowl_runner_up,preseason_source_file,preseason_ocr_confidence,standings_source_url,super_bowl_source_url
1995,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,AFC,AFC West,2,TRUE,TRUE,3,1,2,0,0.333333,42,49,-7,16,9,7,0,0.5625,321,323,-2,4,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1995-preseason.png,94.7,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,AFC,AFC West,3,TRUE,TRUE,4,2,2,0,0.5,82,76,6,16,8,8,0,0.5,363,366,-3,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,95.9,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,DEN,BRONCOS,Denver Broncos,Denver,Broncos,AFC,AFC West,4,TRUE,TRUE,5,3,2,0,0.6,80,76,4,16,8,8,0,0.5,388,345,43,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,95,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,AFC,AFC West,5,TRUE,TRUE,4,3,1,0,0.75,103,80,23,16,8,8,0,0.5,348,332,16,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,89.7,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,GB,PACKERS,Green Bay Packers,Green Bay,Packers,NFC,NFC Central,1,TRUE,TRUE,4,3,1,0,0.75,115,73,42,16,11,5,0,0.6875,404,314,90,3,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,1995-preseason.png,91.8,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,DET,LIONS,Detroit Lions,Detroit,Lions,NFC,NFC Central,2,TRUE,TRUE,4,3,1,0,0.75,79,57,22,16,10,6,0,0.625,436,336,100,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1995-preseason.png,83.8,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,CHI,BEARS,Chicago Bears,Chicago,Bears,NFC,NFC Central,3,TRUE,TRUE,4,1,3,0,0.25,54,116,-62,16,9,7,0,0.5625,392,360,32,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,94.4,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,NFC,NFC Central,4,TRUE,TRUE,4,2,2,0,0.5,70,74,-4,16,8,8,0,0.5,412,385,27,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,93.9,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,NFC,NFC Central,5,TRUE,TRUE,4,3,1,0,0.75,78,40,38,16,7,9,0,0.4375,238,335,-97,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,94.4,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,NFC,NFC East,1,TRUE,TRUE,5,2,3,0,0.4,69,71,-2,16,12,4,0,0.75,435,291,144,1,TRUE,WonSB,Won Super Bowl,TRUE,TRUE,FALSE,1995-preseason.png,94,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,NFC,NFC East,2,TRUE,TRUE,4,4,0,0,1,85,40,45,16,10,6,0,0.625,318,338,-20,4,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1995-preseason.png,95.9,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,NFC,NFC East,3,TRUE,TRUE,4,1,3,0,0.25,73,112,-39,16,6,10,0,0.375,326,359,-33,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,78.2,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,NYG,GIANTS,New York Giants,New York,Giants,NFC,NFC East,4,TRUE,TRUE,4,3,1,0,0.75,68,63,5,16,5,11,0,0.3125,290,340,-50,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,93,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,NFC,NFC East,5,TRUE,TRUE,4,3,1,0,0.75,72,77,-5,16,4,12,0,0.25,275,422,-147,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,84,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,SF,49ERS,San Francisco 49ers,San Francisco,49ers,NFC,NFC West,1,TRUE,TRUE,5,3,2,0,0.6,68,56,12,16,11,5,0,0.6875,457,258,199,2,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1995-preseason.png,94.9,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,NFC,NFC West,2,TRUE,TRUE,4,2,2,0,0.5,87,55,32,16,9,7,0,0.5625,362,349,13,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1995-preseason.png,95.2,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,LA,RAMS,St. Louis Rams,St. Louis,Rams,NFC,NFC West,3,TRUE,TRUE,4,1,3,0,0.25,78,88,-10,16,7,9,0,0.4375,309,418,-109,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,93.6,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,NO,SAINTS,New Orleans Saints,New Orleans,Saints,NFC,NFC West,4,TRUE,TRUE,4,1,3,0,0.25,73,75,-2,16,7,9,0,0.4375,319,348,-29,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,92.3,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1995,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,NFC,NFC West,5,TRUE,TRUE,5,3,2,0,0.6,70,62,8,16,7,9,0,0.4375,289,325,-36,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1995-preseason.png,96,https://shrpsports.com/nfl/stand/1995finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201995.csv
1996,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,AFC,AFC Central,1,TRUE,TRUE,5,2,3,0,0.4,75,77,-2,16,10,6,0,0.625,344,257,87,3,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1996-preseason.png,83.7,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,AFC,AFC Central,2,TRUE,TRUE,4,2,2,0,0.5,96,75,21,16,9,7,0,0.5625,325,335,-10,5,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,1996-preseason.png,86.6,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,AFC,AFC Central,3,TRUE,TRUE,4,2,2,0,0.5,83,69,14,16,8,8,0,0.5,372,369,3,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,95.4,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,TEN,TITANS,Houston Oilers,Houston,Oilers,AFC,AFC Central,4,TRUE,TRUE,4,2,2,0,0.5,89,83,6,16,8,8,0,0.5,345,319,26,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,95.7,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,AFC,AFC Central,5,TRUE,TRUE,4,3,1,0,0.75,106,67,39,16,4,12,0,0.25,371,441,-70,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,92.6,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,NE,PATRIOTS,New England Patriots,New England,Patriots,AFC,AFC East,1,TRUE,TRUE,4,3,1,0,0.75,102,60,42,16,11,5,0,0.6875,418,313,105,2,TRUE,LostSB,Lost Super Bowl,TRUE,FALSE,TRUE,1996-preseason.png,87.7,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,BUF,BILLS,Buffalo Bills,Buffalo,Bills,AFC,AFC East,2,TRUE,TRUE,4,2,2,0,0.5,80,66,14,16,10,6,0,0.625,319,266,53,4,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1996-preseason.png,95.8,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,AFC,AFC East,3,TRUE,TRUE,5,3,2,0,0.6,92,66,26,16,9,7,0,0.5625,317,334,-17,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1996-preseason.png,96.2,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,AFC,AFC East,4,TRUE,TRUE,4,3,1,0,0.75,77,58,19,16,8,8,0,0.5,339,325,14,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,86.5,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,NYJ,JETS,New York Jets,New York,Jets,AFC,AFC East,5,TRUE,TRUE,4,1,3,0,0.25,69,111,-42,16,1,15,0,0.0625,279,454,-175,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.2,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,DEN,BRONCOS,Denver Broncos,Denver,Broncos,AFC,AFC West,1,TRUE,TRUE,4,3,1,0,0.75,104,79,25,16,13,3,0,0.8125,391,275,116,1,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1996-preseason.png,91.1,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,AFC,AFC West,2,TRUE,TRUE,4,3,1,0,0.75,118,56,62,16,9,7,0,0.5625,297,300,-3,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,90.4,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,AFC,AFC West,3,TRUE,TRUE,5,2,3,0,0.4,119,96,23,16,8,8,0,0.5,310,376,-66,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,92.4,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,AFC,AFC West,4,TRUE,TRUE,5,2,3,0,0.4,129,116,13,16,7,9,0,0.4375,340,293,47,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,85.1,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,AFC,AFC West,5,TRUE,TRUE,4,3,1,0,0.75,76,54,22,16,7,9,0,0.4375,317,376,-59,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,91,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,GB,PACKERS,Green Bay Packers,Green Bay,Packers,NFC,NFC Central,1,TRUE,TRUE,4,3,1,0,0.75,71,69,2,16,13,3,0,0.8125,456,210,246,1,TRUE,WonSB,Won Super Bowl,TRUE,TRUE,FALSE,1996-preseason.png,94.9,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,NFC,NFC Central,2,TRUE,TRUE,4,1,3,0,0.25,65,95,-30,16,9,7,0,0.5625,298,315,-17,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1996-preseason.png,93.1,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,CHI,BEARS,Chicago Bears,Chicago,Bears,NFC,NFC Central,3,TRUE,TRUE,4,1,3,0,0.25,67,96,-29,16,7,9,0,0.4375,283,305,-22,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,93.9,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,NFC,NFC Central,4,TRUE,TRUE,4,1,3,0,0.25,36,45,-9,16,6,10,0,0.375,221,293,-72,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.4,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,DET,LIONS,Detroit Lions,Detroit,Lions,NFC,NFC Central,5,TRUE,TRUE,4,3,1,0,0.75,114,88,26,16,5,11,0,0.3125,302,368,-66,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,91.1,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,NFC,NFC East,1,TRUE,TRUE,5,2,3,0,0.4,75,136,-61,16,10,6,0,0.625,286,250,36,3,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1996-preseason.png,84.4,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,NFC,NFC East,2,TRUE,TRUE,4,2,2,0,0.5,69,89,-20,16,10,6,0,0.625,363,341,22,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1996-preseason.png,94.2,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,NFC,NFC East,3,TRUE,TRUE,4,1,3,0,0.25,68,96,-28,16,9,7,0,0.5625,364,312,52,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.6,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,NFC,NFC East,4,TRUE,TRUE,4,1,3,0,0.25,56,99,-43,16,7,9,0,0.4375,300,397,-97,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,95.2,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,NYG,GIANTS,New York Giants,New York,Giants,NFC,NFC East,5,TRUE,TRUE,4,1,3,0,0.25,64,101,-37,16,6,10,0,0.375,242,297,-55,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.3,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,NFC,NFC West,1,TRUE,TRUE,4,2,2,0,0.5,92,83,9,16,12,4,0,0.75,367,218,149,2,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,1996-preseason.png,94.6,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,SF,49ERS,San Francisco 49ers,San Francisco,49ers,NFC,NFC West,2,TRUE,TRUE,4,1,3,0,0.25,46,91,-45,16,12,4,0,0.75,398,257,141,4,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1996-preseason.png,94.9,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,LA,RAMS,St. Louis Rams,St. Louis,Rams,NFC,NFC West,3,TRUE,TRUE,4,3,1,0,0.75,98,90,8,16,6,10,0,0.375,303,409,-106,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.6,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,NFC,NFC West,4,TRUE,TRUE,4,2,2,0,0.5,75,71,4,16,3,13,0,0.1875,309,461,-152,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,94.3,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1996,NO,SAINTS,New Orleans Saints,New Orleans,Saints,NFC,NFC West,5,TRUE,TRUE,5,3,2,0,0.6,79,108,-29,16,3,13,0,0.1875,229,339,-110,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1996-preseason.png,91.2,https://shrpsports.com/nfl/stand/1996finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201996.csv
1997,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,AFC,AFC Central,1,TRUE,TRUE,5,5,0,0,1,155,96,59,16,11,5,0,0.6875,372,307,65,2,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,1997-preseason.png,94.8,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
1997,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,AFC,AFC Central,2,TRUE,TRUE,4,4,0,0,1,115,62,53,16,11,5,0,0.6875,394,318,76,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,1997-preseason.png,89.6,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
1997,TEN,TITANS,Tennessee Oilers,Tennessee,Oilers,AFC,AFC Central,3,TRUE,TRUE,4,0,4,0,0,41,94,-53,16,8,8,0,0.5,333,310,23,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1997-preseason.png,95,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
1997,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,AFC,AFC Central,4,TRUE,TRUE,4,2,2,0,0.5,108,87,21,16,7,9,0,0.4375,355,405,-50,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1997-preseason.png,93.5,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
1997,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,AFC,AFC Central,5,TRUE,TRUE,4,0,4,0,0,90,115,-25,16,6,9,1,0.40625,326,345,-19,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,1997-preseason.png,94.6,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
1997,NE,PATRIOTS,New England Patriots,New England,Patriots,AFC,AFC East,1,TRUE,TRUE,4,3,1,0,0.75,78,52,26,16,10,6,0,0.625,369,289,80,3,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,1997-preseason.png,94.6,https://shrpsports.com/nfl/stand/1997finaldiv.htm,https://raw.githubusercontent.com/devstopfix/nfl_results/master/nfl%201997.csv
